card_title,card_title_href,card_img_href,card_text,Name
TomP2P,https://dbdb.io/db/tomp2p,,"Last updated June 3, 2018, 8:26 a.m.",tomp2p
ToroDB,https://dbdb.io/db/torodb,,"Last updated July 18, 2019, 6 p.m.",torodb
toyDB,https://dbdb.io/db/toydb,,"Last updated Sept. 19, 2023, 3:30 p.m.",toydb
Trafodion,https://dbdb.io/db/trafodion,,"Last updated Sept. 24, 2023, 1:08 p.m.",trafodion
TrailDB,https://dbdb.io/db/traildb,,"Last updated July 21, 2019, 10:13 p.m.",traildb
TreodeDB,https://dbdb.io/db/treodedb,,"Last updated June 1, 2018, 10:38 p.m.",treodedb
Trino,https://dbdb.io/db/trino,,"Last updated June 27, 2022, 10:37 p.m.",trino
Trousseau,https://dbdb.io/db/trousseau,,"Last updated June 8, 2018, 9:25 a.m.",trousseau
ts-sql,https://dbdb.io/db/ts-sql,,"Last updated June 27, 2022, 10:38 p.m.",ts-sql
Twig,https://dbdb.io/db/twig,,"Last updated June 8, 2018, 11:06 p.m.",twig
TypeDB,https://dbdb.io/db/typedb,,"Last updated Jan. 7, 2022, 3:33 p.m.",typedb
Typhoon,https://dbdb.io/db/typhoon,,"Last updated May 17, 2018, 8:40 p.m.",typhoon
UnQLite,https://dbdb.io/db/unqlite,,"Last updated May 20, 2018, 11:59 a.m.",unqlite
upscaledb,https://dbdb.io/db/upscaledb,,"Last updated April 25, 2018, 9:47 p.m.",upscaledb
VanillaDB,https://dbdb.io/db/vanilladb,,"Last updated Dec. 31, 2018, 9:08 p.m.",vanilladb
Vearch,https://dbdb.io/db/vearch,,"Last updated Sept. 22, 2023, 8:20 p.m.",vearch
VectorDB,https://dbdb.io/db/vectordb,,"Last updated Sept. 22, 2023, 8:10 a.m.",vectordb
VectorDB,https://dbdb.io/db/vectordb-kagi,,"Last updated Sept. 22, 2023, 8:17 a.m.",vectordb-kagi
VectorSQL,https://dbdb.io/db/vectorsql,,"Last updated June 27, 2022, 10:39 p.m.",vectorsql
Velox,https://dbdb.io/db/velox,,"Last updated May 1, 2023, 11:33 p.m.",velox
VeloxDB,https://dbdb.io/db/veloxdb,,"Last updated Jan. 6, 2023, 10:46 a.m.",veloxdb
VertexDB,https://dbdb.io/db/vertexdb,,"Last updated June 27, 2022, 10:40 p.m.",vertexdb
Vespa,https://dbdb.io/db/vespa,,"Last updated June 27, 2022, 10:43 p.m.",vespa
VictoriaMetrics,https://dbdb.io/db/victoriametrics,,"Last updated Jan. 3, 2022, 8:02 a.m.",victoriametrics
Vitess,https://dbdb.io/db/vitess,,"Last updated June 27, 2022, 10:44 p.m.",vitess
ViyaDB,https://dbdb.io/db/viyadb,,"Last updated June 27, 2022, 10:46 p.m.",viyadb
Voldemort,https://dbdb.io/db/voldemort,,"Last updated Oct. 30, 2022, 10:51 a.m.",voldemort
VoltDB,https://dbdb.io/db/voltdb,,"Last updated June 27, 2022, 10:46 p.m.",voltdb
vsql,https://dbdb.io/db/vsql,,"Last updated July 16, 2023, 12:22 p.m.",vsql
vyhodb,https://dbdb.io/db/vyhodb,,"Last updated Jan. 2, 2022, 2:34 p.m.",vyhodb
Warp 10,https://dbdb.io/db/warp-10,,"Last updated May 2, 2023, 3:27 p.m.",warp-10
Weaviate,https://dbdb.io/db/weaviate,,"Last updated Sept. 12, 2023, 2:08 p.m.",weaviate
WebScaleSQL,https://dbdb.io/db/webscalesql,,"Last updated Jan. 3, 2022, 7:45 a.m.",webscalesql
WhiteDB,https://dbdb.io/db/whitedb,,"Last updated June 27, 2022, 10:47 p.m.",whitedb
WiredTiger,https://dbdb.io/db/wiredtiger,,"Last updated July 10, 2023, 10:22 a.m.",wiredtiger
WonderDB,https://dbdb.io/db/wonderdb,,"Last updated June 27, 2022, 10:48 p.m.",wonderdb
XAP,https://dbdb.io/db/xap,,"Last updated Jan. 7, 2022, 9:50 a.m.",xap
Xapian,https://dbdb.io/db/xapian,,"Last updated Jan. 5, 2022, 1:36 p.m.",xapian
Xodus,https://dbdb.io/db/xodus,,"Last updated April 22, 2019, 4:42 p.m.",xodus
XTDB,https://dbdb.io/db/xtdb,,"Last updated June 27, 2022, 12:38 a.m.",xtdb
YDB,https://dbdb.io/db/ydb,,"Last updated June 27, 2022, 10:49 p.m.",ydb
YottaDB,https://dbdb.io/db/yottadb,,"Last updated June 27, 2022, 10:50 p.m.",yottadb
YugabyteDB,https://dbdb.io/db/yugabytedb,,"Last updated July 20, 2023, 7:11 p.m.",yugabytedb
ZeroDB,https://dbdb.io/db/zerodb,,"Last updated June 27, 2022, 10:50 p.m.",zerodb
ZODB,https://dbdb.io/db/zodb,,"Last updated Aug. 1, 2019, 9:25 a.m.",zodb
ZooDB,https://dbdb.io/db/zoodb,,"Last updated Feb. 26, 2020, 8:52 p.m.",zoodb
Zookeeper,https://dbdb.io/db/zookeeper,,"Last updated June 26, 2022, 11:07 p.m.",zookeeper
